[1,20]  brock200_1.clq	1913
[1,20]  brock200_2.clq	1867
[1,20]  C125.9.clq	1200
[1,20]  C250.9.clq	2435
[1,20]  c-fat200-1.clq	1867
[1,20]  c-fat200-2.clq	1839
[1,20]  DSJC1000_5.clq	timeout
[1,20]  DSJC500_5.clq	4796
[1,20]  gen200_p0.9_44.clq	1924
[1,20]  gen200_p0.9_55.clq	1940
[1,20]  hamming6-2.clq	601
[1,20]  hamming6-4.clq	475
[1,20]  keller4.clq	1541
[1,20]  keller5.clq	7536
[1,20]  keller6.clq	timeout
[1,20]  p_hat300-1.clq	2515
[1,20]  p_hat300-2.clq	2639
[1,20]  san200_0.7_1.clq	1902
[1,20]  san200_0.7_2.clq	1858
[1,20]  sanr200_0.7.clq	1897
[1,20]  sanr200_0.9.clq	1948
[1,500] brock200_1.clq	46810
[1,500] brock200_2.clq	45570
[1,500] C125.9.clq	30685
[1,500] C250.9.clq	60001
[1,500] c-fat200-1.clq	45570
[1,500] c-fat200-2.clq	45061
[1,500] DSJC1000_5.clq	60001
[1,500] DSJC500_5.clq	118121
[1,500] gen200_p0.9_44.clq	47467
[1,500] gen200_p0.9_55.clq	47591
[1,500] hamming6-2.clq	15160
[1,500] hamming6-4.clq	11791
[1,500] keller4.clq	37785
[1,500] keller5.clq	183243
[1,500] keller6.clq	183243
[1,500] p_hat300-1.clq	60731
[1,500] p_hat300-2.clq	64659
[1,500] san200_0.7_1.clq	46724
[1,500] san200_0.7_2.clq	44923
[1,500] sanr200_0.7.clq	47001
[1,500] sanr200_0.9.clq	47655
[1,20]  R10_10.clq	21
[1,20]  R10_20.clq	46
[1,20]  R10_40.clq	82
[1,20]  R160_10240.clq	1601
[1,20]  R160_10.clq	57
[1,20]  R160_1280.clq	1215
[1,20]  R160_160.clq	560
[1,20]  R160_20.clq	91
[1,20]  R160_2560.clq	1342
[1,20]  R160_320.clq	726
[1,20]  R160_40.clq	212
[1,20]  R160_5120.clq	1474
[1,20]  R160_640.clq	989
[1,20]  R160_80.clq	384
[1,20]  R20_10.clq	35
[1,20]  R20_160.clq	153
[1,20]  R20_20.clq	91
[1,20]  R20_40.clq	110
[1,20]  R20_80.clq	116
[1,20]  R320_10240.clq	384
[1,20]  R320_10.clq	88
[1,20]  R320_1280.clq	88
[1,20]  R320_160.clq	785
[1,20]  R320_20480.clq	3173
[1,20]  R320_20.clq	136
[1,20]  R320_2560.clq	136
[1,20]  R320_320.clq	1110
[1,20]  R320_40960.clq	3232
[1,20]  R320_40.clq	230
[1,20]  R320_5120.clq	timeout
[1,20]  R320_640.clq	timeout
[1,20]  R320_80.clq	410
[1,20]  R40_10.clq	36
[1,20]  R40_160.clq	250
[1,20]  R40_20.clq	49
[1,20]  R40_320.clq	309
[1,20]  R40_40.clq	137
[1,20]  R40_640.clq	355
[1,20]  R40_80.clq	201
[1,20]  R80_10.clq	50
[1,20]  R80_1280.clq	721
[1,20]  R80_160.clq	368
[1,20]  R80_20.clq	104
[1,20]  R80_2560.clq	767
[1,20]  R80_320.clq	493
[1,20]  R80_40.clq	191
[1,20]  R80_640.clq	649
[1,20]  R80_80.clq	293
[1,500] R10_10.clq	236
[1,500] R10_20.clq	1141
[1,500] R10_40.clq	1635
[1,500] R160_10240.clq	39680
[1,500] R160_10.clq	1191
[1,500] R160_1280.clq	27413
[1,500] R160_160.clq	12619
[1,500] R160_20.clq	3743
[1,500] R160_2560.clq	35373
[1,500] R160_320.clq	19582
[1,500] R160_40.clq	6204
[1,500] R160_5120.clq	34253
[1,500] R160_640.clq	25326
[1,500] R160_80.clq	7288
[1,500] R20_10.clq	948
[1,500] R20_160.clq	4125
[1,500] R20_20.clq	2044
[1,500] R20_40.clq	2384
[1,500] R20_80.clq	3527
[1,500] R320_10240.clq	timeout
[1,500] R320_10.clq	1781
[1,500] R320_1280.clq	timeout
[1,500] R320_160.clq	19512
[1,500] R320_20480.clq	77562
[1,500] R320_20.clq	3032
[1,500] R320_2560.clq	timeout
[1,500] R320_320.clq	28070
[1,500] R320_40960.clq	73814
[1,500] R320_40.clq	5416
[1,500] R320_5120.clq	timeout
[1,500] R320_640.clq	timeout
[1,500] R320_80.clq	9110
[1,500] R40_10.clq	941
[1,500] R40_160.clq	5909
[1,500] R40_20.clq	2066
[1,500] R40_320.clq	6827
[1,500] R40_40.clq	2454
[1,500] R40_640.clq	9377
[1,500] R40_80.clq	4262
[1,500] R80_10.clq	1066
[1,500] R80_1280.clq	17894
[1,500] R80_160.clq	8565
[1,500] R80_20.clq	2392
[1,500] R80_2560.clq	20377
[1,500] R80_320.clq	11699
[1,500] R80_40.clq	4119
[1,500] R80_640.clq	14040
[1,500] R80_80.clq	6505
