[1,20]  brock200_1.clq	1986
[1,20]  brock200_2.clq	1991
[1,20]  C125.9.clq	1231
[1,20]  C250.9.clq	2492
[1,20]  c-fat200-1.clq	1871
[1,20]  c-fat200-2.clq	1930
[1,20]  DSJC1000_5.clq	10170
[1,20]  DSJC500_5.clq	4947
[1,20]  gen200_p0.9_44.clq	1975
[1,20]  gen200_p0.9_55.clq	1993
[1,20]  hamming6-2.clq	620
[1,20]  hamming6-4.clq	539
[1,20]  keller4.clq	1611
[1,20]  keller5.clq	7893
[1,20]  p_hat300-1.clq	2708
[1,20]  p_hat300-2.clq	2801
[1,20]  san200_0.7_1.clq	1979
[1,20]  san200_0.7_2.clq	1996
[1,20]  sanr200_0.7.clq	1970
[1,20]  sanr200_0.9.clq	2003
[1,500] brock200_1.clq	48940
[1,500] brock200_2.clq	48778
[1,500] C125.9.clq	31637
[1,500] C250.9.clq	61397
[1,500] c-fat200-1.clq	45951
[1,500] c-fat200-2.clq	47342
[1,500] DSJC1000_5.clq	250529
[1,500] DSJC500_5.clq	121718
[1,500] gen200_p0.9_44.clq	48765
[1,500] gen200_p0.9_55.clq	48955
[1,500] hamming6-2.clq	15661
[1,500] hamming6-4.clq	13552
[1,500] keller4.clq	40953
[1,500] keller5.clq	191137
[1,500] keller6.clq	848456
[1,500] p_hat300-1.clq	64579
[1,500] p_hat300-2.clq	67168
[1,500] san200_0.7_1.clq	49094
[1,500] san200_0.7_2.clq	48664
[1,500] sanr200_0.7.clq	48535
[1,500] sanr200_0.9.clq	48417
[1,20]  R10_10.clq	24
[1,20]  R10_20.clq	52
[1,20]  R10_40.clq	89
[1,20]  R160_10240.clq	1655
[1,20]  R160_10.clq	57
[1,20]  R160_1280.clq	1411
[1,20]  R160_160.clq	677
[1,20]  R160_20.clq	107
[1,20]  R160_2560.clq	1520
[1,20]  R160_320.clq	887
[1,20]  R160_40.clq	228
[1,20]  R160_5120.clq	1580
[1,20]  R160_640.clq	1224
[1,20]  R160_80.clq	426
[1,20]  R20_10.clq	45
[1,20]  R20_160.clq	163
[1,20]  R20_20.clq	103
[1,20]  R20_40.clq	128
[1,20]  R20_80.clq	138
[1,20]  R320_10240.clq	3232
[1,20]  R320_10.clq	88
[1,20]  R320_1280.clq	2486
[1,20]  R320_160.clq	900
[1,20]  R320_20480.clq	3309
[1,20]  R320_20.clq	136
[1,20]  R320_2560.clq	2876
[1,20]  R320_320.clq	1351
[1,20]  R320_40960.clq	3287
[1,20]  R320_40.clq	241
[1,20]  R320_5120.clq	3076
[1,20]  R320_640.clq	1818
[1,20]  R320_80.clq	443
[1,20]  R40_10.clq	39
[1,20]  R40_160.clq	339
[1,20]  R40_20.clq	49
[1,20]  R40_320.clq	353
[1,20]  R40_40.clq	173
[1,20]  R40_640.clq	390
[1,20]  R40_80.clq	275
[1,20]  R80_10.clq	58
[1,20]  R80_1280.clq	785
[1,20]  R80_160.clq	427
[1,20]  R80_20.clq	124
[1,20]  R80_2560.clq	832
[1,20]  R80_320.clq	604
[1,20]  R80_40.clq	222
[1,20]  R80_640.clq	753
[1,20]  R80_80.clq	388
[1,500] R10_10.clq	236
[1,500] R10_20.clq	1476
[1,500] R10_40.clq	1739
[1,500] R160_10240.clq	40856
[1,500] R160_10.clq	1191
[1,500] R160_1280.clq	31893
[1,500] R160_160.clq	15863
[1,500] R160_20.clq	4479
[1,500] R160_2560.clq	40438
[1,500] R160_320.clq	24421
[1,500] R160_40.clq	6845
[1,500] R160_5120.clq	37608
[1,500] R160_640.clq	31018
[1,500] R160_80.clq	8485
[1,500] R20_10.clq	948
[1,500] R20_160.clq	4676
[1,500] R20_20.clq	2872
[1,500] R20_40.clq	3493
[1,500] R20_80.clq	4181
[1,500] R320_10240.clq	76494
[1,500] R320_10.clq	1781
[1,500] R320_1280.clq	54050
[1,500] R320_160.clq	24734
[1,500] R320_20480.clq	81734
[1,500] R320_20.clq	3032
[1,500] R320_2560.clq	70726
[1,500] R320_320.clq	34293
[1,500] R320_40960.clq	75164
[1,500] R320_40.clq	5921
[1,500] R320_5120.clq	73131
[1,500] R320_640.clq	45744
[1,500] R320_80.clq	10207
[1,500] R40_10.clq	995
[1,500] R40_160.clq	7084
[1,500] R40_20.clq	2409
[1,500] R40_320.clq	7853
[1,500] R40_40.clq	3120
[1,500] R40_640.clq	9894
[1,500] R40_80.clq	5193
[1,500] R80_10.clq	1399
[1,500] R80_1280.clq	20017
[1,500] R80_160.clq	11278
[1,500] R80_20.clq	2673
[1,500] R80_2560.clq	21682
[1,500] R80_320.clq	14302
[1,500] R80_40.clq	4844
[1,500] R80_640.clq	16553
[1,500] R80_80.clq	8222
